1996-01-01,35.16712653640301,35.37914699121639,34.94379806518555,34.94379806518555
1996-01-02,34.943810958612225,35.44983355629104,34.95511897918869,35.31696701049805
1996-01-03,35.31696197130618,35.25194140146503,34.940978428727256,35.10776901245117
1996-01-04,35.05405776299513,35.22367374016891,34.99751982286525,35.110595703125
1996-01-05,35.11060365728402,35.28022182966825,34.77137162608485,35.0540657043457
1996-01-08,35.054059778780164,35.13886885063609,34.785501312543545,35.06819534301758
1996-01-09,35.06819686040631,35.33675533826336,34.940983247117934,35.2010612487793
1996-01-10,35.201063721705545,35.50637382690487,35.05689130268186,35.45266342163086
1996-01-11,35.452667416575046,35.50637782790135,35.056895253028905,35.28022384643555
1996-01-12,35.28021836918917,35.50637231554463,35.28021836918917,35.30000686645508
1996-01-15,35.30001234677361,35.39329975877606,35.28022384643555,35.28022384643555
1996-01-16,35.28021393276153,35.4498299103953,35.22367383569415,35.41307830810547
1996-01-17,35.41307857840594,35.67598410061946,35.280214202047866,35.57704162597656
1996-01-18,35.57703745712472,35.67597992017372,35.28021006797771,35.619441986083984
1996-01-19,35.619453578165654,36.42230371879784,35.48093408481693,36.0039176940918
1996-01-22,36.003907814858806,36.0152158336108,35.690117304038985,35.93606185913086
1996-01-23,35.93607633825187,36.2413843404323,35.90215226832742,35.986961364746094
1996-01-24,35.98695091529378,35.902141843500935,35.50636976977477,35.81167984008789
1996-01-25,35.811678539227806,35.90214053935481,34.827902400660435,35.7890625
1996-01-26,35.7890625,35.7890625,35.7890625,35.7890625
1996-01-29,35.78906009784069,36.26964119364601,35.33675012756468,36.114158630371094
1996-01-30,36.114156600861456,36.467524082278885,36.043483104577966,36.37705993652344
1996-01-31,36.37707259681091,36.41099882006047,36.18484269053077,36.35163116455078
1996-02-01,36.35162905301807,36.63715282147243,36.24137853939219,36.63432312011719
1996-02-02,36.634315386743026,39.520623100506036,36.637145087500926,37.29581832885742
1996-02-05,37.29582059433192,39.26619829084595,37.48522938675098,38.435081481933594
1996-02-06,38.435078758004735,38.446384620217145,36.750220592854625,37.83293914794922
1996-02-07,37.832938435074865,37.99407177158266,35.33674990421308,37.917747497558594
1996-02-08,37.91775690778855,39.18139974305291,37.937543249589964,38.78562545776367
1996-02-09,38.785614031581105,38.89869421416585,38.02234113179763,38.584903717041016
1996-02-12,38.58492482913634,39.74679792032075,38.16370900647587,39.49237060546875
1996-02-13,39.4923596497182,40.4252509182375,38.38419944287453,40.10863494873047
1996-02-14,40.10861595034563,40.99061962680157,39.6336879074768,39.9163818359375
1996-02-15,39.91639191785598,40.59486010566659,39.650658867814435,40.374359130859375
1996-02-16,40.37436468762689,40.19909145036284,39.74678357647226,39.859859466552734
1996-02-19,39.859861270269256,40.42524937339364,39.35101111474353,40.19061279296875
1996-02-20,40.19061309894159,40.221709617392925,39.69589850494147,39.865516662597656
1996-02-21,39.865516662597656,39.865516662597656,39.865516662597656,39.865516662597656
1996-02-22,39.865504010703965,40.707930815617125,39.704366380713054,40.55244827270508
1996-02-23,40.5524505759904,40.764471061030676,40.283892157652936,40.67401123046875
1996-02-26,40.67402054911615,40.707942454152594,40.31217251683141,40.3800163269043
1996-02-27,40.380024362224006,40.5948746397252,40.02948643757621,40.371543884277344
1996-02-28,40.371525713967976,40.640084126402755,40.19908221738267,40.42241287231445
1996-02-29,40.42241824780628,40.25562550274842,39.9163935517415,40.10014724731445
1996-03-01,40.10014693809762,40.14254931405841,39.30294776148877,40.13689422607422
1996-03-04,40.1369100878286,40.14256517804763,39.548905798578105,39.95598602294922
1996-03-05,39.95598602294922,39.95598602294922,39.95598602294922,39.95598602294922
1996-03-06,39.955975944954886,40.4252491026619,39.66197603126947,39.75809097290039
1996-03-07,39.75809358418155,39.746787719422535,38.446393280108836,38.66971969604492
1996-03-08,38.66970288572313,38.44637656687047,37.31560078549193,37.90925979614258
1996-03-11,37.909274818374016,38.16369774457693,37.10359502944979,38.01387023925781
1996-03-12,38.01386203460531,39.01177149664417,37.79618644961484,38.63578796386719
1996-03-13,38.635796738669065,39.12485625563299,38.0223511448891,39.09941482543945
1996-03-14,39.099407129200536,39.68175608914824,39.04569457809635,39.56019973754883
1996-03-15,39.56020825927115,40.05774826220745,39.36797405146611,39.591304779052734
1996-03-18,39.59128973455794,40.48177397804427,39.520616244961644,40.36869812011719
1996-03-19,40.36870093489957,40.42523886780533,40.02946902389728,40.26975631713867
1996-03-20,40.26975631713867,40.26975631713867,40.26975631713867,40.26975631713867
1996-03-21,40.269770117396114,40.255634550933536,40.0436139947027,40.151039123535156
1996-03-22,40.15103790127735,40.19909537493175,39.8626887457818,39.927711486816406
1996-03-25,39.92770672181952,40.343267294873954,39.74678271347783,40.11711120605469
1996-03-26,40.11711543657835,40.425250929384916,39.916400754273255,40.35740280151367
1996-03-27,40.3573982816903,40.4252464019629,39.57998969703717,39.953147888183594
1996-03-28,39.95314537490602,40.02947396621513,39.86551092104698,39.97576141357422
1996-03-29,39.97577449037729,39.97294478863792,39.85986887187609,39.922061920166016
1996-04-01,39.922050386339926,39.91639529806472,39.690239216309784,39.873992919921875
1996-04-02,39.87399836493244,40.65140703654606,39.85986279909838,40.377193450927734
1996-04-03,40.37719218089648,40.934099811402696,40.14255559885238,40.891693115234375
1996-04-04,40.891695955425746,40.651408581391514,40.36871450824354,40.56377410888672
1996-04-05,40.56377410888672,40.56377410888672,40.56377410888672,40.56377410888672
1996-04-08,40.563765232125725,40.99063163628104,40.42524361371164,40.80970764160156
1996-04-09,40.80970708813842,40.990631080364196,40.42524306546262,40.50157165527344
